Period;Day_type;NightZone;DayZone;Home_Category;Activity_Category;Social-professional groups;Volume
202002;WE;Kongo-Central;Kinshasa;Activity_Zone_Resident;Activity_Zone_Worker;NR;317
202002;WE;Kongo-Central;Kinshasa;Activity_Zone_Resident;Home_Zone_Worker;NR;39
202002;WE;Kongo-Central;Kinshasa;Home_Zone_Resident;Activity_Zone_Worker;NR;38
202002;WE;Kongo-Central;Kinshasa;Home_Zone_Resident;Home_Zone_Worker;NR;3024
202002;WE;Kongo-Central;Kongo-Central;4;4;NR;13805
202002;WE;Kongo-Central;Kongo-Central;4;Outside_Worker;NR;77
202002;WE;Kongo-Central;Kongo-Central;4;Home_Activity_Zone_Worker;NR;4258
202002;WE;Kongo-Central;Kongo-Central;Outside_Resident;4;NR;827
202002;WE;Kongo-Central;Kongo-Central;Outside_Resident;Outside_Worker;NR;60264
202002;WE;Kongo-Central;Kongo-Central;Outside_Resident;Home_Activity_Zone_Worker;NR;40915
202002;WE;Kongo-Central;Kongo-Central;Home_Activity_Zone_Resident;4;NR;1305
202002;WE;Kongo-Central;Kongo-Central;Home_Activity_Zone_Resident;Outside_Worker;NR;10514
202002;WE;Kongo-Central;Kongo-Central;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;1176265
202002;WE;Kwango;Inconnue;4;4;NR;39
202002;WE;Kwango;Inconnue;Outside_Resident;Outside_Worker;NR;78
202002;WE;Kwango;Kwango;4;4;NR;39
202002;WE;Kwango;Kwango;Outside_Resident;Outside_Worker;NR;39
202002;WE;Kwango;Kwango;Outside_Resident;Home_Activity_Zone_Worker;NR;39
202002;WE;Kwango;Kwango;Home_Activity_Zone_Resident;Outside_Worker;NR;40
202002;WE;Kwango;Kwango;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;312
202002;WE;Kwilu;Inconnue;Outside_Resident;Outside_Worker;NR;79
202002;WE;Kwilu;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;39
202002;WE;Kwilu;Kwilu;4;4;NR;158
202002;WE;Kwilu;Kwilu;4;Home_Activity_Zone_Worker;NR;38
202002;WE;Kwilu;Kwilu;Outside_Resident;Outside_Worker;NR;353
202002;WE;Kwilu;Kwilu;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;435
202002;WE;Lomami;Haut-Lomami;Outside_Resident;Outside_Worker;NR;40
202002;WE;Lomami;Inconnue;4;4;NR;38
202002;WE;Lomami;Inconnue;Outside_Resident;4;NR;40
202002;WE;Lomami;Inconnue;Outside_Resident;Outside_Worker;NR;277
202002;WE;Lomami;Inconnue;Outside_Resident;Home_Zone_Worker;NR;156
202002;WE;Lomami;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;311
202002;WE;Lomami;Kasai-Oriental;Home_Zone_Resident;Activity_Zone_Worker;NR;39
202002;WE;Lomami;Kasai-Oriental;Home_Zone_Resident;Home_Zone_Worker;NR;78
202002;WE;Lomami;Lomami;4;4;NR;39
202002;WE;Lomami;Lomami;Outside_Resident;Outside_Worker;NR;320
202002;WE;Lomami;Lomami;Outside_Resident;Home_Activity_Zone_Worker;NR;119
202002;WE;Lomami;Lomami;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;2579
202002;WE;Lualaba;Haut-Katanga;Outside_Resident;Outside_Worker;NR;39
202002;WE;Lualaba;Haut-Katanga;Outside_Resident;Activity_Zone_Worker;NR;39
202002;WE;Lualaba;Haut-Katanga;Activity_Zone_Resident;Activity_Zone_Worker;NR;196
202002;WE;Lualaba;Haut-Katanga;Home_Zone_Resident;Activity_Zone_Worker;NR;77
202002;WE;Lualaba;Haut-Katanga;Home_Zone_Resident;Home_Zone_Worker;NR;197
202002;WE;Lualaba;Inconnue;Outside_Resident;Outside_Worker;NR;1628
202002;WE;Lualaba;Inconnue;Outside_Resident;Home_Zone_Worker;NR;753
202002;WE;Lualaba;Inconnue;Home_Zone_Resident;Outside_Worker;NR;592
202002;WE;Lualaba;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;2977
202002;WE;Lualaba;Lualaba;4;4;NR;1264
202002;WE;Lualaba;Lualaba;Outside_Resident;4;NR;471
202002;WE;Lualaba;Lualaba;Outside_Resident;Outside_Worker;NR;5169
202002;WE;Lualaba;Lualaba;Outside_Resident;Home_Activity_Zone_Worker;NR;2565
202002;WE;Lualaba;Lualaba;Home_Activity_Zone_Resident;4;NR;314
202002;WE;Lualaba;Lualaba;Home_Activity_Zone_Resident;Outside_Worker;NR;317
202002;WE;Lualaba;Lualaba;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;75668
202002;WE;Mai-Ndombe;Mai-Ndombe;Outside_Resident;Outside_Worker;NR;40
202002;WE;Maniema;Inconnue;Outside_Resident;Outside_Worker;NR;116
202002;WE;Maniema;Inconnue;Outside_Resident;Home_Zone_Worker;NR;79
202002;WE;Maniema;Maniema;Outside_Resident;Outside_Worker;NR;79
202002;WE;Maniema;Maniema;Outside_Resident;Home_Activity_Zone_Worker;NR;156
202002;WE;Maniema;Maniema;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;470
202002;WE;Mongala;Mongala;Outside_Resident;Outside_Worker;NR;115
202002;WE;Mongala;Mongala;Outside_Resident;Home_Activity_Zone_Worker;NR;40
202002;WE;Mongala;Mongala;Home_Activity_Zone_Resident;Outside_Worker;NR;40
202002;WE;Nord-Kivu;Inconnue;4;4;NR;39
202002;WE;Nord-Kivu;Inconnue;Outside_Resident;Outside_Worker;NR;1143
202002;WE;Nord-Kivu;Inconnue;Outside_Resident;Home_Zone_Worker;NR;511
202002;WE;Nord-Kivu;Inconnue;Home_Zone_Resident;Outside_Worker;NR;908
202002;WE;Nord-Kivu;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;1429
202002;WE;Nord-Kivu;Ituri;Home_Zone_Resident;Home_Zone_Worker;NR;39
202002;WE;Nord-Kivu;Nord-Kivu;4;4;NR;236
202002;WE;Nord-Kivu;Nord-Kivu;4;Home_Activity_Zone_Worker;NR;38
202002;WE;Nord-Kivu;Nord-Kivu;Outside_Resident;Outside_Worker;NR;2620
202002;WE;Nord-Kivu;Nord-Kivu;Outside_Resident;Home_Activity_Zone_Worker;NR;1867
202002;WE;Nord-Kivu;Nord-Kivu;Home_Activity_Zone_Resident;4;NR;79
202002;WE;Nord-Kivu;Nord-Kivu;Home_Activity_Zone_Resident;Outside_Worker;NR;550
202002;WE;Nord-Kivu;Nord-Kivu;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;15911
202002;WE;Nord-Kivu;Sud-Kivu;Outside_Resident;Outside_Worker;NR;39
202002;WE;Nord-Kivu;Sud-Kivu;Outside_Resident;Activity_Zone_Worker;NR;39
202002;WE;Nord-Kivu;Sud-Kivu;Home_Zone_Resident;Outside_Worker;NR;39
202002;WE;Nord-Ubangi;Inconnue;Outside_Resident;Outside_Worker;NR;40
202002;WE;Nord-Ubangi;Nord-Ubangi;Outside_Resident;Outside_Worker;NR;156
202002;WE;Nord-Ubangi;Nord-Ubangi;Outside_Resident;Home_Activity_Zone_Worker;NR;79
202002;WE;Nord-Ubangi;Nord-Ubangi;Home_Activity_Zone_Resident;Outside_Worker;NR;78
202002;WE;Nord-Ubangi;Nord-Ubangi;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;237
202002;WE;Sankuru;Inconnue;Outside_Resident;Outside_Worker;NR;39
202002;WE;Sankuru;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;38
202002;WE;Sankuru;Sankuru;Outside_Resident;Outside_Worker;NR;195
202002;WE;Sankuru;Sankuru;Outside_Resident;Home_Activity_Zone_Worker;NR;118
202002;WE;Sankuru;Sankuru;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;119
202002;WE;Sud-Kivu;Inconnue;4;Home_Zone_Worker;NR;39
202002;WE;Sud-Kivu;Inconnue;Outside_Resident;Outside_Worker;NR;1580
202002;WE;Sud-Kivu;Inconnue;Outside_Resident;Home_Zone_Worker;NR;630
202002;WE;Sud-Kivu;Inconnue;Home_Zone_Resident;Outside_Worker;NR;233
202002;WE;Sud-Kivu;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;786
202002;WE;Sud-Kivu;Nord-Kivu;Outside_Resident;Outside_Worker;NR;39
202002;WE;Sud-Kivu;Sud-Kivu;4;4;NR;39
202002;WE;Sud-Kivu;Sud-Kivu;4;Home_Activity_Zone_Worker;NR;40
202002;WE;Sud-Kivu;Sud-Kivu;Outside_Resident;4;NR;39
202002;WE;Sud-Kivu;Sud-Kivu;Outside_Resident;Outside_Worker;NR;3293
202002;WE;Sud-Kivu;Sud-Kivu;Outside_Resident;Home_Activity_Zone_Worker;NR;1902
202002;WE;Sud-Kivu;Sud-Kivu;Home_Activity_Zone_Resident;Outside_Worker;NR;275
202002;WE;Sud-Kivu;Sud-Kivu;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;8849
202002;WE;Sud-Ubangi;Inconnue;Outside_Resident;Outside_Worker;NR;38
202002;WE;Sud-Ubangi;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;116
202002;WE;Sud-Ubangi;Sud-Ubangi;Outside_Resident;4;NR;38
202002;WE;Sud-Ubangi;Sud-Ubangi;Outside_Resident;Outside_Worker;NR;235
202002;WE;Sud-Ubangi;Sud-Ubangi;Outside_Resident;Home_Activity_Zone_Worker;NR;196
202002;WE;Sud-Ubangi;Sud-Ubangi;Home_Activity_Zone_Resident;Outside_Worker;NR;40
202002;WE;Sud-Ubangi;Sud-Ubangi;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;77
202002;WE;Tanganyika;Inconnue;Outside_Resident;Outside_Worker;NR;117
202002;WE;Tanganyika;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;40
202002;WE;Tanganyika;Tanganyika;Outside_Resident;Outside_Worker;NR;157
202002;WE;Tanganyika;Tanganyika;Outside_Resident;Home_Activity_Zone_Worker;NR;156
202002;WE;Tanganyika;Tanganyika;Home_Activity_Zone_Resident;4;NR;79
202002;WE;Tanganyika;Tanganyika;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;391
202002;WE;Tshopo;Inconnue;Outside_Resident;Outside_Worker;NR;589
202002;WE;Tshopo;Inconnue;Home_Zone_Resident;Outside_Worker;NR;39
202002;WE;Tshopo;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;78
202002;WE;Tshopo;Kinshasa;Home_Zone_Resident;Home_Zone_Worker;NR;39
202002;WE;Tshopo;Tshopo;Outside_Resident;Outside_Worker;NR;1225
202002;WE;Tshopo;Tshopo;Outside_Resident;Home_Activity_Zone_Worker;NR;511
202002;WE;Tshopo;Tshopo;Home_Activity_Zone_Resident;Outside_Worker;NR;119
202002;WE;Tshopo;Tshopo;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;2268
202002;WE;Tshuapa;Tshuapa;Outside_Resident;Home_Activity_Zone_Worker;NR;40
202002;WE;Tshuapa;Tshuapa;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;312
202003;JO;Bas-Uele;Bas-Uele;Outside_Resident;Outside_Worker;NR;78
202003;JO;Bas-Uele;Bas-Uele;Outside_Resident;Home_Activity_Zone_Worker;NR;41
202003;JO;Bas-Uele;Bas-Uele;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;1141
202003;JO;Bas-Uele;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;38
202003;JO;Equateur;Equateur;Outside_Resident;Outside_Worker;NR;988
202003;JO;Equateur;Equateur;Outside_Resident;Home_Activity_Zone_Worker;NR;178
202003;JO;Equateur;Equateur;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;541
202003;JO;Equateur;Inconnue;4;4;NR;40
202003;JO;Equateur;Inconnue;Outside_Resident;Outside_Worker;NR;347
202003;JO;Haut-Katanga;Haut-Katanga;4;4;NR;2551
202003;JO;Haut-Katanga;Haut-Katanga;4;Home_Activity_Zone_Worker;NR;443
202003;JO;Haut-Katanga;Haut-Katanga;Outside_Resident;4;NR;706
202003;JO;Haut-Katanga;Haut-Katanga;Outside_Resident;Outside_Worker;NR;55566
202003;JO;Haut-Katanga;Haut-Katanga;Outside_Resident;Home_Activity_Zone_Worker;NR;79884
202003;JO;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;4;NR;40
202003;JO;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Outside_Worker;NR;5991
202003;JO;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;492130
202003;JO;Haut-Katanga;Inconnue;4;4;NR;81
202003;JO;Haut-Katanga;Inconnue;4;Outside_Worker;NR;119
202003;JO;Haut-Katanga;Inconnue;4;Home_Zone_Worker;NR;40
202003;JO;Haut-Katanga;Inconnue;Outside_Resident;4;NR;109
202003;JO;Haut-Katanga;Inconnue;Outside_Resident;Outside_Worker;NR;17287
202003;JO;Haut-Katanga;Inconnue;Outside_Resident;Home_Zone_Worker;NR;13811
202003;JO;Haut-Katanga;Inconnue;Home_Zone_Resident;Outside_Worker;NR;4952
202003;JO;Haut-Katanga;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;43672
202003;JO;Haut-Katanga;Kinshasa;Activity_Zone_Resident;Activity_Zone_Worker;NR;38
202003;JO;Haut-Katanga;Kinshasa;Home_Zone_Resident;Home_Zone_Worker;NR;39
202003;JO;Haut-Katanga;Lualaba;Outside_Resident;Outside_Worker;NR;148
202003;JO;Haut-Katanga;Lualaba;Outside_Resident;Activity_Zone_Worker;NR;118
202003;JO;Haut-Katanga;Lualaba;Outside_Resident;Home_Zone_Worker;NR;236
202003;JO;Haut-Katanga;Lualaba;Activity_Zone_Resident;Activity_Zone_Worker;NR;189
202003;JO;Haut-Katanga;Lualaba;Activity_Zone_Resident;Home_Zone_Worker;NR;40
202003;JO;Haut-Katanga;Lualaba;Home_Zone_Resident;Home_Zone_Worker;NR;765
202003;JO;Haut-Lomami;Haut-Lomami;4;4;NR;39
202003;JO;Haut-Lomami;Haut-Lomami;Outside_Resident;Outside_Worker;NR;1341
202003;JO;Haut-Lomami;Haut-Lomami;Outside_Resident;Home_Activity_Zone_Worker;NR;426
202003;JO;Haut-Lomami;Haut-Lomami;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;750
202003;JO;Haut-Lomami;Inconnue;Outside_Resident;Outside_Worker;NR;666
202003;JO;Haut-Lomami;Inconnue;Outside_Resident;Home_Zone_Worker;NR;40
202003;JO;Haut-Lomami;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;317
202003;JO;Haut-Uele;Haut-Uele;Outside_Resident;Outside_Worker;NR;79
202003;JO;Inconnue;Bas-Uele;Outside_Resident;Outside_Worker;NR;1350
202003;JO;Inconnue;Bas-Uele;Outside_Resident;Activity_Zone_Worker;NR;246
202003;JO;Inconnue;Bas-Uele;Activity_Zone_Resident;Activity_Zone_Worker;NR;162
202003;JO;Inconnue;Equateur;Outside_Resident;Outside_Worker;NR;3470
202003;JO;Inconnue;Equateur;Outside_Resident;Activity_Zone_Worker;NR;119
202003;JO;Inconnue;Equateur;Activity_Zone_Resident;Activity_Zone_Worker;NR;315
202003;JO;Inconnue;Haut-Katanga;4;4;NR;1079
202003;JO;Inconnue;Haut-Katanga;4;Activity_Zone_Worker;NR;161
202003;JO;Inconnue;Haut-Katanga;Outside_Resident;4;NR;1132
202003;JO;Inconnue;Haut-Katanga;Outside_Resident;Outside_Worker;NR;214380
202003;JO;Inconnue;Haut-Katanga;Outside_Resident;Activity_Zone_Worker;NR;354227
202003;JO;Inconnue;Haut-Katanga;Activity_Zone_Resident;4;NR;80
202003;JO;Inconnue;Haut-Katanga;Activity_Zone_Resident;Outside_Worker;NR;4571
202003;JO;Inconnue;Haut-Katanga;Activity_Zone_Resident;Activity_Zone_Worker;NR;275971
202003;JO;Inconnue;Haut-Lomami;Outside_Resident;4;NR;39
202003;JO;Inconnue;Haut-Lomami;Outside_Resident;Outside_Worker;NR;9022
202003;JO;Inconnue;Haut-Lomami;Outside_Resident;Activity_Zone_Worker;NR;3116
202003;JO;Inconnue;Haut-Lomami;Activity_Zone_Resident;Activity_Zone_Worker;NR;398
202003;JO;Inconnue;Haut-Uele;Outside_Resident;Outside_Worker;NR;1294
202003;JO;Inconnue;Haut-Uele;Outside_Resident;Activity_Zone_Worker;NR;78
202003;JO;Inconnue;Inconnue;4;4;NR;155557
202003;JO;Inconnue;Inconnue;4;Outside_Worker;NR;15612
202003;JO;Inconnue;Inconnue;Outside_Resident;4;NR;119375
202003;JO;Inconnue;Inconnue;Outside_Resident;Outside_Worker;NR;368821
202003;JO;Inconnue;Ituri;Outside_Resident;4;NR;79
202003;JO;Inconnue;Ituri;Outside_Resident;Outside_Worker;NR;4763
202003;JO;Inconnue;Ituri;Outside_Resident;Activity_Zone_Worker;NR;3668
202003;JO;Inconnue;Ituri;Activity_Zone_Resident;Outside_Worker;NR;205
202003;JO;Inconnue;Ituri;Activity_Zone_Resident;Activity_Zone_Worker;NR;1335
202003;JO;Inconnue;Kasai;4;4;NR;83
202003;JO;Inconnue;Kasai;Outside_Resident;Outside_Worker;NR;10062
202003;JO;Inconnue;Kasai;Outside_Resident;Activity_Zone_Worker;NR;2637
202003;JO;Inconnue;Kasai;Activity_Zone_Resident;Outside_Worker;NR;381
202003;JO;Inconnue;Kasai;Activity_Zone_Resident;Activity_Zone_Worker;NR;511
202003;JO;Inconnue;Kasai-Central;4;4;NR;40
202003;JO;Inconnue;Kasai-Central;Outside_Resident;4;NR;232
202003;JO;Inconnue;Kasai-Central;Outside_Resident;Outside_Worker;NR;14080
202003;JO;Inconnue;Kasai-Central;Outside_Resident;Activity_Zone_Worker;NR;5907
202003;JO;Inconnue;Kasai-Central;Activity_Zone_Resident;Outside_Worker;NR;34
202003;JO;Inconnue;Kasai-Central;Activity_Zone_Resident;Activity_Zone_Worker;NR;1726
202003;JO;Inconnue;Kasai-Oriental;4;4;NR;38
202003;JO;Inconnue;Kasai-Oriental;4;Outside_Worker;NR;79
202003;JO;Inconnue;Kasai-Oriental;4;Activity_Zone_Worker;NR;34
202003;JO;Inconnue;Kasai-Oriental;Outside_Resident;4;NR;142
202003;JO;Inconnue;Kasai-Oriental;Outside_Resident;Outside_Worker;NR;42924
202003;JO;Inconnue;Kasai-Oriental;Outside_Resident;Activity_Zone_Worker;NR;8437
202003;JO;Inconnue;Kasai-Oriental;Activity_Zone_Resident;Outside_Worker;NR;40
202003;JO;Inconnue;Kasai-Oriental;Activity_Zone_Resident;Activity_Zone_Worker;NR;3051
202003;JO;Inconnue;Kinshasa;4;4;NR;6810
202003;JO;Inconnue;Kinshasa;4;Outside_Worker;NR;236
202003;JO;Inconnue;Kinshasa;4;Activity_Zone_Worker;NR;369
202003;JO;Inconnue;Kinshasa;Outside_Resident;4;NR;2237
202003;JO;Inconnue;Kinshasa;Outside_Resident;Outside_Worker;NR;220918
202003;JO;Inconnue;Kinshasa;Outside_Resident;Activity_Zone_Worker;NR;84266
202003;JO;Inconnue;Kinshasa;Activity_Zone_Resident;4;NR;169
202003;JO;Inconnue;Kinshasa;Activity_Zone_Resident;Outside_Worker;NR;1495
202003;JO;Inconnue;Kinshasa;Activity_Zone_Resident;Activity_Zone_Worker;NR;83461
202003;JO;Inconnue;Kongo-Central;4;4;NR;12156
202003;JO;Inconnue;Kongo-Central;4;Outside_Worker;NR;434
202003;JO;Inconnue;Kongo-Central;4;Activity_Zone_Worker;NR;3957
202003;JO;Inconnue;Kongo-Central;Outside_Resident;4;NR;2439
202003;JO;Inconnue;Kongo-Central;Outside_Resident;Outside_Worker;NR;219792
202003;JO;Inconnue;Kongo-Central;Outside_Resident;Activity_Zone_Worker;NR;247715
202003;JO;Inconnue;Kongo-Central;Activity_Zone_Resident;4;NR;272
202003;JO;Inconnue;Kongo-Central;Activity_Zone_Resident;Outside_Worker;NR;8344
202003;JO;Inconnue;Kongo-Central;Activity_Zone_Resident;Activity_Zone_Worker;NR;720084
202003;JO;Inconnue;Kwango;Outside_Resident;Outside_Worker;NR;1318
202003;JO;Inconnue;Kwango;Outside_Resident;Activity_Zone_Worker;NR;544
202003;JO;Inconnue;Kwango;Activity_Zone_Resident;Activity_Zone_Worker;NR;123
202003;JO;Inconnue;Kwilu;4;4;NR;40
202003;JO;Inconnue;Kwilu;Outside_Resident;4;NR;83
202003;JO;Inconnue;Kwilu;Outside_Resident;Outside_Worker;NR;5383
202003;JO;Inconnue;Kwilu;Outside_Resident;Activity_Zone_Worker;NR;2893
202003;JO;Inconnue;Kwilu;Activity_Zone_Resident;Outside_Worker;NR;114
202003;JO;Inconnue;Kwilu;Activity_Zone_Resident;Activity_Zone_Worker;NR;466
202003;JO;Inconnue;Lomami;4;4;NR;40
202003;JO;Inconnue;Lomami;Outside_Resident;4;NR;40
202003;JO;Inconnue;Lomami;Outside_Resident;Outside_Worker;NR;18660
202003;JO;Inconnue;Lomami;Outside_Resident;Activity_Zone_Worker;NR;6457
202003;JO;Inconnue;Lomami;Activity_Zone_Resident;Outside_Worker;NR;118
202003;JO;Inconnue;Lomami;Activity_Zone_Resident;Activity_Zone_Worker;NR;2549
202003;JO;Inconnue;Lualaba;4;4;NR;639
202003;JO;Inconnue;Lualaba;4;Activity_Zone_Worker;NR;123
202003;JO;Inconnue;Lualaba;Outside_Resident;4;NR;1164
202003;JO;Inconnue;Lualaba;Outside_Resident;Outside_Worker;NR;51238
202003;JO;Inconnue;Lualaba;Outside_Resident;Activity_Zone_Worker;NR;32743
202003;JO;Inconnue;Lualaba;Activity_Zone_Resident;4;NR;39
202003;JO;Inconnue;Lualaba;Activity_Zone_Resident;Outside_Worker;NR;442
202003;JO;Inconnue;Lualaba;Activity_Zone_Resident;Activity_Zone_Worker;NR;24428
202003;JO;Inconnue;Mai-Ndombe;4;4;NR;40
202003;JO;Inconnue;Mai-Ndombe;Outside_Resident;Outside_Worker;NR;1953
202003;JO;Inconnue;Mai-Ndombe;Outside_Resident;Activity_Zone_Worker;NR;83
202003;JO;Inconnue;Mai-Ndombe;Activity_Zone_Resident;Outside_Worker;NR;40
202003;JO;Inconnue;Mai-Ndombe;Activity_Zone_Resident;Activity_Zone_Worker;NR;118
202003;JO;Inconnue;Maniema;Outside_Resident;Outside_Worker;NR;2504
202003;JO;Inconnue;Maniema;Outside_Resident;Activity_Zone_Worker;NR;1605
202003;JO;Inconnue;Maniema;Activity_Zone_Resident;Outside_Worker;NR;34
202003;JO;Inconnue;Maniema;Activity_Zone_Resident;Activity_Zone_Worker;NR;471
202003;JO;Inconnue;Mongala;4;Outside_Worker;NR;40
202003;JO;Inconnue;Mongala;Outside_Resident;4;NR;41
202003;JO;Inconnue;Mongala;Outside_Resident;Outside_Worker;NR;3103
202003;JO;Inconnue;Mongala;Outside_Resident;Activity_Zone_Worker;NR;1019
202003;JO;Inconnue;Mongala;Activity_Zone_Resident;Activity_Zone_Worker;NR;40
202003;JO;Inconnue;Nord-Kivu;4;4;NR;160
202003;JO;Inconnue;Nord-Kivu;4;Activity_Zone_Worker;NR;40
202003;JO;Inconnue;Nord-Kivu;Outside_Resident;4;NR;151
202003;JO;Inconnue;Nord-Kivu;Outside_Resident;Outside_Worker;NR;63174
202003;JO;Inconnue;Nord-Kivu;Outside_Resident;Activity_Zone_Worker;NR;44156
202003;JO;Inconnue;Nord-Kivu;Activity_Zone_Resident;Outside_Worker;NR;864
202003;JO;Inconnue;Nord-Kivu;Activity_Zone_Resident;Activity_Zone_Worker;NR;12456
202003;JO;Inconnue;Nord-Ubangi;Outside_Resident;Outside_Worker;NR;1963
202003;JO;Inconnue;Nord-Ubangi;Outside_Resident;Activity_Zone_Worker;NR;930
202003;JO;Inconnue;Nord-Ubangi;Activity_Zone_Resident;Activity_Zone_Worker;NR;399
202003;JO;Inconnue;Sankuru;Outside_Resident;Outside_Worker;NR;1499
202003;JO;Inconnue;Sankuru;Outside_Resident;Activity_Zone_Worker;NR;517
202003;JO;Inconnue;Sankuru;Activity_Zone_Resident;Activity_Zone_Worker;NR;281
202003;JO;Inconnue;Sud-Kivu;4;4;NR;71
202003;JO;Inconnue;Sud-Kivu;Outside_Resident;Outside_Worker;NR;60447
202003;JO;Inconnue;Sud-Kivu;Outside_Resident;Activity_Zone_Worker;NR;30898
202003;JO;Inconnue;Sud-Kivu;Activity_Zone_Resident;Outside_Worker;NR;278
202003;JO;Inconnue;Sud-Kivu;Activity_Zone_Resident;Activity_Zone_Worker;NR;7250
202003;JO;Inconnue;Sud-Ubangi;Outside_Resident;Outside_Worker;NR;3480
202003;JO;Inconnue;Sud-Ubangi;Outside_Resident;Activity_Zone_Worker;NR;975
202003;JO;Inconnue;Sud-Ubangi;Activity_Zone_Resident;Activity_Zone_Worker;NR;479
202003;JO;Inconnue;Tanganyika;Outside_Resident;4;NR;82
202003;JO;Inconnue;Tanganyika;Outside_Resident;Outside_Worker;NR;4996
202003;JO;Inconnue;Tanganyika;Outside_Resident;Activity_Zone_Worker;NR;1735
202003;JO;Inconnue;Tanganyika;Activity_Zone_Resident;Activity_Zone_Worker;NR;229
202003;JO;Inconnue;Tshopo;Outside_Resident;Outside_Worker;NR;26671
202003;JO;Inconnue;Tshopo;Outside_Resident;Activity_Zone_Worker;NR;14314
202003;JO;Inconnue;Tshopo;Activity_Zone_Resident;Outside_Worker;NR;116
202003;JO;Inconnue;Tshopo;Activity_Zone_Resident;Activity_Zone_Worker;NR;2051
202003;JO;Inconnue;Tshuapa;Outside_Resident;Outside_Worker;NR;947
202003;JO;Inconnue;Tshuapa;Outside_Resident;Activity_Zone_Worker;NR;816
202003;JO;Inconnue;Tshuapa;Activity_Zone_Resident;Activity_Zone_Worker;NR;391
202003;JO;Ituri;Inconnue;Outside_Resident;Outside_Worker;NR;429
202003;JO;Ituri;Inconnue;Outside_Resident;Home_Zone_Worker;NR;120
202003;JO;Ituri;Inconnue;Home_Zone_Resident;Outside_Worker;NR;280
202003;JO;Ituri;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;537
202003;JO;Ituri;Ituri;4;4;NR;82
202003;JO;Ituri;Ituri;Outside_Resident;Outside_Worker;NR;748
202003;JO;Ituri;Ituri;Outside_Resident;Home_Activity_Zone_Worker;NR;436
202003;JO;Ituri;Ituri;Home_Activity_Zone_Resident;Outside_Worker;NR;105
202003;JO;Ituri;Ituri;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;2283
202003;JO;Ituri;Nord-Kivu;Home_Zone_Resident;Home_Zone_Worker;NR;78
202003;JO;Kasai;Inconnue;Outside_Resident;Outside_Worker;NR;747
202003;JO;Kasai;Inconnue;Home_Zone_Resident;Outside_Worker;NR;401
202003;JO;Kasai;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;34
202003;JO;Kasai;Kasai;4;4;NR;39
202003;JO;Kasai;Kasai;Outside_Resident;Outside_Worker;NR;1624
202003;JO;Kasai;Kasai;Outside_Resident;Home_Activity_Zone_Worker;NR;311
202003;JO;Kasai;Kasai;Home_Activity_Zone_Resident;Outside_Worker;NR;78
202003;JO;Kasai;Kasai;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;424
202003;JO;Kasai-Central;Inconnue;4;4;NR;39
202003;JO;Kasai-Central;Inconnue;Outside_Resident;4;NR;38
202003;JO;Kasai-Central;Inconnue;Outside_Resident;Outside_Worker;NR;628
202003;JO;Kasai-Central;Inconnue;Outside_Resident;Home_Zone_Worker;NR;281
202003;JO;Kasai-Central;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;673
202003;JO;Kasai-Central;Kasai-Central;Outside_Resident;4;NR;241
